"discrete_curve","Estimate","Std. Error","t value","Pr(>|t|)","parameter","model","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation","r","K"
788,2.95242400865061,1155628110.46214,2.55482190327641e-09,0.999999997977408,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",4,"Smith_et_al",NA,NA
788,0,0.589985886866563,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",4,"Smith_et_al",NA,NA
788,0,0.616679621151539,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",4,"Smith_et_al",NA,NA
788,8.0802416607061,4150164317.93522,1.94696909367824e-09,0.999999998458631,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",4,"Smith_et_al",NA,NA
789,2.83241371463015,1553200897.25959,1.82359778418075e-09,0.999999998556301,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",1,"Smith_et_al",NA,NA
789,0,0.581546466659329,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",1,"Smith_et_al",NA,NA
789,0,0.594402760386499,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",1,"Smith_et_al",NA,NA
789,8.07188287411723,6960983932.75302,1.15958935577156e-09,0.999999999081981,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",1,"Smith_et_al",NA,NA
790,4.06512365152226,918271734.742485,4.426928868351e-09,0.999999996495305,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",2,"Smith_et_al",NA,NA
790,0,0.597036238726132,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",2,"Smith_et_al",NA,NA
790,0,4.9150230091654,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",2,"Smith_et_al",NA,NA
790,9.07123881434895,6958509273.47783,1.30361812535391e-09,0.999999998967956,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",2,"Smith_et_al",NA,NA
791,0.0177224142957234,2.99116849456574e+94,5.92491340020494e-97,1,"r_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",3,"Smith_et_al",NA,NA
791,1.28881257793056,2.18550302908835e+96,5.89709810865908e-97,1,"N_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",3,"Smith_et_al",NA,NA
791,0,0.312636378582918,0,1,"N_0","gompertz",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",3,"Smith_et_al",NA,NA
791,284.937892781378,2.63541571734854e+96,1.08118765060736e-94,1,"t_lag","gompertz",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",3,"Smith_et_al",NA,NA
792,9.46533343243384e-05,Inf,0,1,"r_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",4,"Smith_et_al",NA,NA
792,1.76402653169284,Inf,0,1,"N_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",4,"Smith_et_al",NA,NA
792,0,32.6373290310975,0,1,"N_0","gompertz",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",4,"Smith_et_al",NA,NA
792,79689.9688493565,Inf,0,1,"t_lag","gompertz",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",4,"Smith_et_al",NA,NA
793,4.12725081473015,3919879026.12902,1.05290259909013e-09,0.999999999166442,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",1,"Smith_et_al",NA,NA
793,0,0.412992656191811,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",1,"Smith_et_al",NA,NA
793,0,0.774446818145237,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",1,"Smith_et_al",NA,NA
793,3.64874363367412,2405756916.88843,1.51667178344575e-09,0.999999998799287,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",1,"Smith_et_al",NA,NA
794,0.0176775729262759,7.40718103844524e+28,2.38654527741722e-31,1,"r_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",2,"Smith_et_al",NA,NA
794,2.58469995250517,1.10076604499278e+31,2.34809200761832e-31,1,"N_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",2,"Smith_et_al",NA,NA
794,0,0.580439846589967,0,1,"N_0","gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",2,"Smith_et_al",NA,NA
794,403.415690702009,3.50898359798251e+31,1.14966536444899e-29,1,"t_lag","gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",2,"Smith_et_al",NA,NA
795,0.0189752251881832,7.11642923356909e+27,2.66639694787868e-30,1,"r_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",3,"Smith_et_al",NA,NA
795,0.84745057406004,3.23354730417161e+29,2.62080772087899e-30,1,"N_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",3,"Smith_et_al",NA,NA
795,0,0.341100905215652,0,1,"N_0","gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",3,"Smith_et_al",NA,NA
795,133.077918130557,1.00434715412085e+30,1.32501911898229e-28,1,"t_lag","gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",3,"Smith_et_al",NA,NA
796,0.216243052560076,9605.1438158095,2.25132550544587e-05,0.999982176787752,"r_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",4,"Smith_et_al",NA,NA
796,0,1.04560798820225,0,1,"N_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",4,"Smith_et_al",NA,NA
796,1.07701913517453,48235.5801405529,2.23283130841637e-05,0.999982323201941,"N_0","gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",4,"Smith_et_al",NA,NA
796,37.2443240763608,198388.034467502,0.000187734729951477,0.999851374849608,"t_lag","gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",4,"Smith_et_al",NA,NA
797,4.24440847663759,1030835897.42258,4.1174434138838e-09,0.999999996740317,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",1,"Smith_et_al",NA,NA
797,0,0.597140600373538,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",1,"Smith_et_al",NA,NA
797,0,0.646391725591258,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",1,"Smith_et_al",NA,NA
797,8.8666692948927,2405850077.17048,3.68546210714875e-09,0.999999997082307,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",1,"Smith_et_al",NA,NA
798,5.08641517310844,1793166968.02416,2.83655413233104e-09,0.999999997754367,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",2,"Smith_et_al",NA,NA
798,0,0.493443138365415,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",2,"Smith_et_al",NA,NA
798,0,0.594944365123848,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",2,"Smith_et_al",NA,NA
798,7.35123702503023,5081776398.81999,1.44658805270087e-09,0.99999999885477,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",2,"Smith_et_al",NA,NA
799,2.30650339141778,875647940.605444,2.63405335005186e-09,0.999999997914682,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",3,"Smith_et_al",NA,NA
799,0,0.596830745005593,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",3,"Smith_et_al",NA,NA
799,0,0.591634482790859,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",3,"Smith_et_al",NA,NA
799,8.32053574169546,6894620322.37744,1.20681565519859e-09,0.999999999044592,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",3,"Smith_et_al",NA,NA
800,1.47627136071096e-05,2.42605540114432e+25,6.08506862627552e-31,1,"r_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",4,"Smith_et_al",NA,NA
800,0.712687929352642,1.19012820786226e+30,5.98832902744813e-31,1,"N_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",4,"Smith_et_al",NA,NA
800,0,15340.9092525601,0,1,"N_0","gompertz",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",4,"Smith_et_al",NA,NA
800,124934.281162666,3.01461940403609e+34,4.14428040220927e-30,1,"t_lag","gompertz",35,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",4,"Smith_et_al",NA,NA
801,14.941773279861,3445025151.14295,4.3372029591435e-09,0.999999996566339,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",1,"Smith_et_al",NA,NA
801,0,0.456040933215765,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",1,"Smith_et_al",NA,NA
801,0,7.3481484940419,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",1,"Smith_et_al",NA,NA
801,2.46058036391981,2714689376.098,9.06394810980756e-10,0.999999999282429,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",1,"Smith_et_al",NA,NA
802,7.59444860263571,4046329246.24268,1.8768736156821e-09,0.999999998514123,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",2,"Smith_et_al",NA,NA
802,0,0.493200314768435,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",2,"Smith_et_al",NA,NA
802,0,2.87695104684923,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",2,"Smith_et_al",NA,NA
802,4.91012481867096,4671898826.96763,1.05099125655894e-09,0.999999999167955,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",2,"Smith_et_al",NA,NA
803,5.41128307125321,1561154672.84656,3.46620560113142e-09,0.999999997255887,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",3,"Smith_et_al",NA,NA
803,0,0.532615543743349,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",3,"Smith_et_al",NA,NA
803,0,0.714250796098895,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",3,"Smith_et_al",NA,NA
803,6.79761133827748,3216578988.01438,2.11330465180764e-09,0.999999998326947,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",3,"Smith_et_al",NA,NA
804,4.96824546565356,892060624.265889,5.56940339087618e-09,0.999999995590835,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",4,"Smith_et_al",NA,NA
804,0,0.548153472253217,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",4,"Smith_et_al",NA,NA
804,0,5.60946133704846,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",4,"Smith_et_al",NA,NA
804,7.43868504122364,6612473318.34531,1.12494745658726e-09,0.999999999109406,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",4,"Smith_et_al",NA,NA
805,16.9525854345504,9305242337.12963,1.821831696624e-09,0.999999998557699,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",1,"Smith_et_al",NA,NA
805,0,0.45154954821207,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",1,"Smith_et_al",NA,NA
805,0,5.16741254139351,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",1,"Smith_et_al",NA,NA
805,2.19932253602215,1932411520.99731,1.13812327867259e-09,0.999999999098975,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",1,"Smith_et_al",NA,NA
806,6.5613256844602,1813636950.76776,3.61777238916676e-09,0.999999997135895,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",2,"Smith_et_al",NA,NA
806,0,0.512359438718393,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",2,"Smith_et_al",NA,NA
806,0,2.49831060286963,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",2,"Smith_et_al",NA,NA
806,5.65224023600226,2304273109.34767,2.45293850502052e-09,0.999999998058066,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",2,"Smith_et_al",NA,NA
807,3.39247753602391,1495892724.93952,2.26786151136677e-09,0.999999998204588,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",3,"Smith_et_al",NA,NA
807,0,0.608715864576943,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",3,"Smith_et_al",NA,NA
807,0,0.586538777804699,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",3,"Smith_et_al",NA,NA
807,8.55450831163813,6103545133.50278,1.40156386567568e-09,0.999999998890415,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",3,"Smith_et_al",NA,NA
808,3.24051669160988,1832229397.53102,1.76861952765116e-09,0.999999998599826,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",4,"Smith_et_al",NA,NA
808,0,0.609000532855702,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",4,"Smith_et_al",NA,NA
808,0,0.597584342021303,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",4,"Smith_et_al",NA,NA
808,8.40503816149099,3265983758.05347,2.57350886720282e-09,0.999999997962614,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",4,"Smith_et_al",NA,NA
809,3.91018059157432,856652838.839364,4.56448681927212e-09,0.999999996386404,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",1,"Smith_et_al",NA,NA
809,0,0.577639453475147,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",1,"Smith_et_al",NA,NA
809,0,1.48867286854064,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",1,"Smith_et_al",NA,NA
809,9.55143812056502,2901527237.00385,3.29186574530589e-09,0.999999997393908,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",1,"Smith_et_al",NA,NA
810,6.76093928120238,5486008127.07508,1.23239687667161e-09,0.99999999902434,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",2,"Smith_et_al",NA,NA
810,0,0.435924956449241,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",2,"Smith_et_al",NA,NA
810,0,0.9187003519452,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",2,"Smith_et_al",NA,NA
810,2.97545742279056,1064751320.61076,2.7945092578836e-09,0.999999997787653,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",2,"Smith_et_al",NA,NA
811,4.1247828379688,2317025633.11325,1.78020595845829e-09,0.999999998590653,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",3,"Smith_et_al",NA,NA
811,0,0.503809194650594,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",3,"Smith_et_al",NA,NA
811,0,0.82511438351704,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",3,"Smith_et_al",NA,NA
811,4.47786678471474,5581146082.72444,8.02320297362449e-10,0.999999999364822,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",3,"Smith_et_al",NA,NA
812,3.07571014462486,1112280944.57763,2.76522775978402e-09,0.999999997810834,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",4,"Smith_et_al",NA,NA
812,0,0.541312461151062,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",4,"Smith_et_al",NA,NA
812,0,0.588754066794456,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",4,"Smith_et_al",NA,NA
812,7.56482019449816,5984862666.75111,1.26399227780522e-09,0.999999998999327,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",4,"Smith_et_al",NA,NA
813,3.07527531024707,1229925126.15319,2.50037603497503e-09,0.999999998020511,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",1,"Smith_et_al",NA,NA
813,0,0.606491292755343,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",1,"Smith_et_al",NA,NA
813,0,0.640426797529775,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",1,"Smith_et_al",NA,NA
813,7.80537188429873,7131954195.79675,1.09442260424203e-09,0.999999999133572,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",1,"Smith_et_al",NA,NA
814,0.000683654571176245,3.2261039086936e+23,2.11913376173022e-27,1,"r_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",2,"Smith_et_al",NA,NA
814,1.02775761581089,4.953264421789e+26,2.07490965208695e-27,1,"N_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",2,"Smith_et_al",NA,NA
814,0,126.213647952184,0,1,"N_0","gompertz",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",2,"Smith_et_al",NA,NA
814,3689.02424223655,4.95609672233702e+28,7.44340647269896e-26,1,"t_lag","gompertz",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",2,"Smith_et_al",NA,NA
815,3.97033370017362,760248554.712109,5.22241532136435e-09,0.999999995865537,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",3,"Smith_et_al",NA,NA
815,0,0.609249314987708,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",3,"Smith_et_al",NA,NA
815,0,1.90547789023547,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",3,"Smith_et_al",NA,NA
815,9.39450077834341,3216475753.77737,2.92074353966781e-09,0.999999997687716,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",3,"Smith_et_al",NA,NA
816,4.11930701012124,3648682065.44106,1.12898491461828e-09,0.999999999106209,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",4,"Smith_et_al",NA,NA
816,0,0.536270716108988,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",4,"Smith_et_al",NA,NA
816,0,0.711901923491654,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",4,"Smith_et_al",NA,NA
816,5.97159295429545,2323691020.96164,2.5698739205973e-09,0.999999997965491,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",4,"Smith_et_al",NA,NA
817,2.63621389593512,1037841669.82291,2.54009255225313e-09,0.999999997989069,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",1,"Smith_et_al",NA,NA
817,0,0.638338715808246,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",1,"Smith_et_al",NA,NA
817,0,0.589909485248562,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",1,"Smith_et_al",NA,NA
817,8.88939629792777,4791367719.68394,1.85529410765287e-09,0.999999998531207,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",1,"Smith_et_al",NA,NA
818,4.12852108925181,4703308227.85793,8.7779088446689e-10,0.999999999305074,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",2,"Smith_et_al",NA,NA
818,0,0.500618576727138,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",2,"Smith_et_al",NA,NA
818,0,0.89361519510652,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",2,"Smith_et_al",NA,NA
818,3.93775182284783,3113012219.55143,1.26493297974116e-09,0.999999998998582,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",2,"Smith_et_al",NA,NA
819,2.82605853048639,1095038453.00243,2.58078474115477e-09,0.999999997956854,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",3,"Smith_et_al",NA,NA
819,0,0.61538222193027,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",3,"Smith_et_al",NA,NA
819,0,0.574234694662836,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",3,"Smith_et_al",NA,NA
819,9.0801373505974,4265625404.24489,2.12867668632164e-09,0.999999998314777,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",3,"Smith_et_al",NA,NA
820,2.3111341156091,914018148.105684,2.52854291832056e-09,0.999999997998212,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",4,"Smith_et_al",NA,NA
820,0,0.573823069118587,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",4,"Smith_et_al",NA,NA
820,0,0.684441371362756,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",4,"Smith_et_al",NA,NA
820,6.8424282008386,5928053518.59812,1.15424534872565e-09,0.999999999086211,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",4,"Smith_et_al",NA,NA
821,2.65397320813848,4745126358.37154,5.59305065386982e-10,0.999999999557211,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",1,"Smith_et_al",NA,NA
821,0,0.620789701842763,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",1,"Smith_et_al",NA,NA
821,0,0.596684773463728,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",1,"Smith_et_al",NA,NA
821,8.5715375906436,21548159279.0223,3.97785141628696e-10,0.999999999685083,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",1,"Smith_et_al",NA,NA
822,3.09590153732024,79568361.2259405,3.89087005138788e-08,0.999999969196901,"r_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",2,"Smith_et_al",NA,NA
822,0,0.455990783453711,0,1,"N_max","gompertz",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",2,"Smith_et_al",NA,NA
822,2.28729485482959,58840500.659738,3.8872797294104e-08,0.999999969225325,"N_0","gompertz",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",2,"Smith_et_al",NA,NA
822,25.0021563980763,16330130.2426479,1.53104451872529e-06,0.999998787908219,"t_lag","gompertz",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",2,"Smith_et_al",NA,NA
823,3.34694429016126,2967710199.00893,1.12778676680727e-09,0.999999999107158,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",3,"Smith_et_al",NA,NA
823,0,0.569712960198167,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",3,"Smith_et_al",NA,NA
823,0,0.64846453724323,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",3,"Smith_et_al",NA,NA
823,7.19401658465072,11666201848.981,6.16654561422583e-10,0.999999999511809,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",3,"Smith_et_al",NA,NA
824,3.87836124375797,1527451631.30748,2.53910576561965e-09,0.99999999798985,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",4,"Smith_et_al",NA,NA
824,0,0.581219596985712,0,1,"N_max","baranyi",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",4,"Smith_et_al",NA,NA
824,0,0.64710457746042,0,1,"N_0","baranyi",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",4,"Smith_et_al",NA,NA
824,7.36859937546553,6622798597.18451,1.1126111216183e-09,0.999999999119172,"t_lag","baranyi",35,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",4,"Smith_et_al",NA,NA
825,0.208538359581658,3730435712459733,5.59018773290037e-17,1,"r_max","gompertz",35,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",1,"Smith_et_al",NA,NA
825,1.08801056890665,20199023215687300,5.38645140058883e-17,1,"N_max","gompertz",35,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",1,"Smith_et_al",NA,NA
825,0,0.374146905874404,0,1,"N_0","gompertz",35,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",1,"Smith_et_al",NA,NA
825,27.4687533295847,9908559610682422,2.77222466320641e-15,0.999999999999998,"t_lag","gompertz",35,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",1,"Smith_et_al",NA,NA
826,2.32293224439237,786283470.685895,2.95431906048593e-09,0.999999997661135,"r_max","baranyi",35,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",2,"Smith_et_al",NA,NA
