"discrete_curve","model","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation","r","K","t_lag","N_0","r.t.value","K.t.value","t_lag.t.value","N_0.t.value"
562,"gompertz",22,"Hours","Absorbance (600nm) continuous","Serratia","10% LB broth",2,"Smith_et_al",0.404214789054158,5.31899660000735,24.2837358866843,0,0.000313301663555359,0.000254100046475976,0.00175193786087088,0
563,"baranyi",22,"Hours","Absorbance (600nm) continuous","Serratia","10% LB broth",3,"Smith_et_al",4.09184299095659,0,7.2207656559808,0,1.81637601558377e-09,0,2.62764470413405e-09,0
564,"baranyi",22,"Hours","Absorbance (600nm) continuous","Serratia","10% LB broth",4,"Smith_et_al",2.5445935244345,0,7.58914270203588,0,1.85050002192464e-09,0,2.68008906722489e-09,0
565,"gompertz",22,"Hours","Absorbance (600nm) continuous","Chryseobacterium(1)","10% LB broth",1,"Smith_et_al",0.256308545155281,0,24.2327282525455,0.233988328678995,1.33050775667687e-08,0,4.15047949439863e-07,1.32991619980582e-08
566,"baranyi",22,"Hours","Absorbance (600nm) continuous","Chryseobacterium(1)","10% LB broth",2,"Smith_et_al",4.90343876905086,0,3.21446994829501,0,1.20573838518295e-09,0,6.57470447836314e-10,0
567,"baranyi",22,"Hours","Absorbance (600nm) continuous","Chryseobacterium(1)","10% LB broth",3,"Smith_et_al",3.21122443456397,0,4.17688007121424,0,1.2115676004828e-09,0,2.74830421108216e-09,0
568,"baranyi",22,"Hours","Absorbance (600nm) continuous","Chryseobacterium(1)","10% LB broth",4,"Smith_et_al",2.53991016525241,0,6.06549593736966,0,1.21529006752035e-09,0,6.63591320779267e-10,0
569,"baranyi",22,"Hours","Absorbance (600nm) continuous","Chryseobacterium(2)","10% LB broth",1,"Smith_et_al",2.06294522200753,0,7.32332176290807,0,2.29636271789759e-09,0,1.42010683918025e-09,0
570,"baranyi",22,"Hours","Absorbance (600nm) continuous","Chryseobacterium(2)","10% LB broth",2,"Smith_et_al",5.07610531536554,0,7.26960803119981,0,5.48108890802326e-09,0,2.06855829611528e-09,0
571,"baranyi",22,"Hours","Absorbance (600nm) continuous","Chryseobacterium(2)","10% LB broth",3,"Smith_et_al",2.94017951941932,0,5.25673519015146,0,2.44395026832114e-09,0,1.69491216393951e-09,0
572,"baranyi",22,"Hours","Absorbance (600nm) continuous","Chryseobacterium(2)","10% LB broth",4,"Smith_et_al",4.09930807472381,0,9.11447623880082,0,3.26111348436095e-09,0,2.03800418490321e-09,0
573,"baranyi",22,"Hours","Absorbance (600nm) continuous","Paenibacillus(1)","10% LB broth",1,"Smith_et_al",2.24028826408264,0,9.85947482505511,0,1.15289880720159e-09,0,2.64222993998428e-09,0
574,"gompertz",22,"Hours","Absorbance (600nm) continuous","Paenibacillus(1)","10% LB broth",2,"Smith_et_al",0.023521384082916,0.143036626344584,11.8563278663949,0,0.0145667588528897,0.00441000931795034,0.0334190680074275,0
575,"baranyi",22,"Hours","Absorbance (600nm) continuous","Paenibacillus(1)","10% LB broth",3,"Smith_et_al",6.72197126023498,0,5.56260414800436,0,4.32254957583298e-09,0,2.21025782213821e-09,0
576,"gompertz",22,"Hours","Absorbance (600nm) continuous","Paenibacillus(1)","10% LB broth",4,"Smith_et_al",0.144605697762973,2.90371349493702,57.3082480303515,0,1.00054390132021e-15,9.6398986543941e-16,2.68572112487571e-14,0
577,"baranyi",22,"Hours","Absorbance (600nm) continuous","Paenibacillus(2)","10% LB broth",1,"Smith_et_al",3.06208086168685,0,7.05662126121961,0,2.48956787144067e-09,0,1.80240435620958e-09,0
578,"gompertz",22,"Hours","Absorbance (600nm) continuous","Paenibacillus(2)","10% LB broth",2,"Smith_et_al",0.473942872817187,16.0495059536691,116.277859934672,0,2.36811469446433e-40,2.33966056036811e-40,1.78463908207836e-38,0
579,"baranyi",22,"Hours","Absorbance (600nm) continuous","Paenibacillus(2)","10% LB broth",3,"Smith_et_al",3.84304675570741,0,10.041725645274,0,4.29265513981566e-09,0,2.43852732422078e-09,0
580,"baranyi",22,"Hours","Absorbance (600nm) continuous","Paenibacillus(2)","10% LB broth",4,"Smith_et_al",2.62661573162251,0,9.44887908755069,0,1.24489110965794e-09,0,6.81541560492073e-10,0
581,"gompertz",22,"Hours","Absorbance (600nm) continuous","Bacillus","10% LB broth",1,"Smith_et_al",0.00306791083095577,1.98670160760143,2536.7218152387,0,4.22034868301897e-122,4.20510787480439e-122,9.53497735416762e-120,0
582,"baranyi",22,"Hours","Absorbance (600nm) continuous","Bacillus","10% LB broth",2,"Smith_et_al",2.32145611731369,0,7.02549203415761,0,1.23879794908115e-09,0,2.82102312711767e-09,0
583,"baranyi",22,"Hours","Absorbance (600nm) continuous","Bacillus","10% LB broth",3,"Smith_et_al",2.39095629176525,0,6.23287861571003,0,1.2039990894479e-09,0,1.36918312365289e-09,0
584,"gompertz",22,"Hours","Absorbance (600nm) continuous","Bacillus","10% LB broth",4,"Smith_et_al",0.275539680002125,3.1578171746698,28.5292026140524,0,2.78291739054152e-06,2.45053695451989e-06,2.83278763434125e-05,0
585,"baranyi",22,"Hours","Absorbance (600nm) continuous","no inoculum","10% LB broth",1,"Smith_et_al",2.05961391513624,0,7.00277225426827,0,1.06142831184372e-09,0,2.41727283615239e-09,0
586,"baranyi",22,"Hours","Absorbance (600nm) continuous","no inoculum","10% LB broth",2,"Smith_et_al",3.51607494223104,0,6.5552162785989,0,1.07171237753001e-09,0,5.85317725821728e-10,0
587,"baranyi",22,"Hours","Absorbance (600nm) continuous","no inoculum","10% LB broth",3,"Smith_et_al",2.97716772632135,0,9.87150988784076,0,1.04044425670592e-09,0,2.38374447612728e-09,0
588,"baranyi",22,"Hours","Absorbance (600nm) continuous","no inoculum","10% LB broth",4,"Smith_et_al",2.11631663341362,0,8.63652660409079,0,1.65613897886794e-09,0,7.48473688210285e-10,0
589,"baranyi",25,"Hours","Absorbance (600nm) continuous","Flavobacterium","10% LB broth",1,"Smith_et_al",1.74961929451727,0,9.00046854958259,0,3.28533918963498e-09,0,2.69786853499752e-09,0
590,"baranyi",25,"Hours","Absorbance (600nm) continuous","Flavobacterium","10% LB broth",2,"Smith_et_al",2.64271945818526,0,6.64983733164576,0,2.29182605211402e-09,0,3.28929412698923e-09,0
591,"baranyi",25,"Hours","Absorbance (600nm) continuous","Flavobacterium","10% LB broth",3,"Smith_et_al",2.38595407634297,0,9.65781220302034,0,1.46558091057966e-09,0,7.99521454251648e-10,0
592,"baranyi",25,"Hours","Absorbance (600nm) continuous","Flavobacterium","10% LB broth",4,"Smith_et_al",1.65822998613262,0,9.17988428728041,0,1.44316533502194e-09,0,1.63651666780876e-09,0
593,"gompertz",25,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",1,"Smith_et_al",0.0147027441485247,1.07505816149765,238.514792316539,0,3.23696115270877e-43,3.20006890345756e-43,2.41572960484194e-41,0
594,"gompertz",25,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",2,"Smith_et_al",0.0241584815414465,2.69897928384541,307.433686583147,0,3.62530098171247e-28,3.55956802266536e-28,1.59017644705356e-26,0
595,"baranyi",25,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",3,"Smith_et_al",1.60243617221763,0,9.3577114897453,0,2.00068330831277e-09,0,1.26981445258332e-09,0
596,"baranyi",25,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",4,"Smith_et_al",1.81830950523733,0,8.80575517356581,0,2.92296233462668e-09,0,2.10380034430102e-09,0
597,"baranyi",25,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",1,"Smith_et_al",1.72085391591399,0,8.05495798313542,0,1.37499595656748e-09,0,7.49697818090779e-10,0
598,"baranyi",25,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",2,"Smith_et_al",2.05217564753563,0,7.19191109834461,0,2.17950472713312e-09,0,3.12996694739462e-09,0
599,"baranyi",25,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",3,"Smith_et_al",2.83318834624659,0,9.92999536635564,0,2.20173543037643e-09,0,3.17104855443408e-09,0
600,"gompertz",25,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",4,"Smith_et_al",0.000905583806489125,3.27765856233315,9314.85366222804,0,1.12003908057192e-29,1.09991967317876e-29,4.62732212005675e-28,0
601,"gompertz",25,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",1,"Smith_et_al",0.185096177496665,0.963507689120451,29.7252095191777,0,3.03537705901357e-08,2.75220848399521e-08,8.37363004776744e-07,0
602,"baranyi",25,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",2,"Smith_et_al",5.59021502520831,0,6.67409086659482,0,4.72574440985021e-09,0,3.19925132661459e-09,0
603,"gompertz",25,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",3,"Smith_et_al",0.0285103864105207,3.51715357705319,293.089824716646,0,1.60527546477028e-19,1.56121126043642e-19,4.43637390955651e-18,0
604,"baranyi",25,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",4,"Smith_et_al",2.37610127833157,0,7.49941192906185,0,1.29132354909243e-09,0,7.03904739652212e-10,0
605,"baranyi",25,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",1,"Smith_et_al",2.00328684715096,0,9.53277578775605,0,3.04155190145196e-09,0,2.29991724454957e-09,0
606,"baranyi",25,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",2,"Smith_et_al",3.89418439491893,0,6.42686217260318,0,2.33734723683466e-09,0,1.48249633194702e-09,0
607,"baranyi",25,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",3,"Smith_et_al",2.30633444687007,0,9.21083797803995,0,3.06244217803035e-09,0,1.38943754534539e-09,0
608,"gompertz",25,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",4,"Smith_et_al",0.0114719143301522,2.38571966224233,659.942247877452,0,8.94984755349568e-49,8.86170636056735e-49,7.29254682781493e-47,0
609,"baranyi",25,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",1,"Smith_et_al",2.98050970129004,0,7.60256148509324,0,8.98493149652032e-10,0,7.05669211841769e-10,0
610,"baranyi",25,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",2,"Smith_et_al",4.64287440436581,0,7.49015554773705,0,9.16382068625983e-10,0,1.31543866871918e-09,0
611,"baranyi",25,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",3,"Smith_et_al",1.67418776149514,0,8.30897498075173,0,1.1666306928893e-09,0,2.64368530821234e-09,0
612,"baranyi",25,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",4,"Smith_et_al",25.7532704333337,0,1.44779944267723,0,1.93885343251337e-09,0,1.13361753449943e-09,0
613,"baranyi",25,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",1,"Smith_et_al",2.86871793019003,0,8.88808922655499,0,2.01667959928855e-09,0,9.07959976627967e-10,0
614,"baranyi",25,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",2,"Smith_et_al",4.90710258954006,0,3.7968860560633,0,2.98078523823759e-09,0,1.34676188216989e-09,0
615,"baranyi",25,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",3,"Smith_et_al",4.36636890871827,0,4.31778329091876,0,2.95265894216654e-09,0,1.33444869101584e-09,0
616,"baranyi",25,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",4,"Smith_et_al",2.17658292292916,0,9.66936870190141,0,1.30940398163455e-09,0,7.14338774251028e-10,0
617,"baranyi",25,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",1,"Smith_et_al",2.53597299844025,0,6.44155559816212,0,1.36636278311464e-09,0,7.4456927779449e-10,0
618,"gompertz",25,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",2,"Smith_et_al",0.318701531004059,0.984946532494117,28.3146416519665,0,2.31989998060686e-11,2.170463876678e-11,1.32667694220932e-09,0
619,"baranyi",25,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",3,"Smith_et_al",4.32587360748664,0,8.51596229270883,0,6.86247798509177e-09,0,1.64384438397739e-09,0
620,"baranyi",25,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",4,"Smith_et_al",1.77142141777987,0,8.7200871975126,0,7.06063615537053e-10,0,5.00954505490399e-10,0
621,"baranyi",25,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",1,"Smith_et_al",3.08537763166731,0,5.68048156434114,0,2.08708432829405e-09,0,9.38535927877326e-10,0
622,"baranyi",25,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",2,"Smith_et_al",1.84410977140288,0,8.66597624821354,0,3.15352867076898e-09,0,1.39125044743041e-09,0
623,"baranyi",25,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",3,"Smith_et_al",2.46326670089206,0,8.30931385392269,0,3.00868057208087e-09,0,2.16379182065306e-09,0
624,"baranyi",25,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",4,"Smith_et_al",2.47342342036282,0,8.38419508242817,0,3.02792163498788e-09,0,2.17781259871359e-09,0
625,"baranyi",25,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",1,"Smith_et_al",2.11285127363059,0,8.07672999575109,0,2.73006008568688e-09,0,2.0615170678086e-09,0
626,"baranyi",25,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",2,"Smith_et_al",2.01929472970019,0,7.78253446095508,0,6.10944872535221e-10,0,4.33373425344323e-10,0
627,"baranyi",25,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",3,"Smith_et_al",4.60967490420847,0,8.0732220704453,0,2.4978442855353e-09,0,1.48348009247931e-09,0
628,"gompertz",25,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",4,"Smith_et_al",0.00258583321335766,1.78700608011608,2737.42264443808,0,2.18644793793939e-127,2.17892672293679e-127,5.19743441694488e-125,0
629,"baranyi",25,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",1,"Smith_et_al",2.33120050603921,0,9.07200829784611,0,2.5050051953317e-09,0,1.13635943345392e-09,0
630,"baranyi",25,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",2,"Smith_et_al",2.75128515724011,0,8.10548853761629,0,1.79990449065027e-09,0,8.10096894600814e-10,0
631,"baranyi",25,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",3,"Smith_et_al",3.37153524608707,0,9.38654372248926,0,1.81452853801792e-09,0,8.17043201406268e-10,0
632,"baranyi",25,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",4,"Smith_et_al",6.06475787732118,0,6.37995592682304,0,5.02415804282742e-09,0,2.53009595411346e-09,0
633,"gompertz",25,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",1,"Smith_et_al",0.00117351212169559,1.95683882366801,7174.56192225268,0,0,0,0,0
634,"gompertz",25,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",2,"Smith_et_al",2.8503151470361e-05,1.55154863171085,178601.999948788,0,6.61233250063063e-62,6.51913290704384e-62,1.46740322275123e-60,0
635,"baranyi",25,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",3,"Smith_et_al",4.73685788773053,0,7.89285499875573,0,2.80133783393554e-09,0,2.10363164351724e-09,0
636,"baranyi",25,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",4,"Smith_et_al",3.19519757663837,0,5.6223946510208,0,2.19891436752065e-09,0,3.15311535430759e-09,0
637,"baranyi",25,"Hours","Absorbance (600nm) continuous","Rhizobium(2)","10% LB broth",1,"Smith_et_al",4.15251187251791,0,7.92055371561528,0,1.2872855284831e-09,0,4.03276703345811e-10,0
638,"baranyi",25,"Hours","Absorbance (600nm) continuous","Rhizobium(2)","10% LB broth",2,"Smith_et_al",2.32327267373889,0,9.44089982280605,0,2.6234672450956e-09,0,1.15667649131103e-09,0
639,"baranyi",25,"Hours","Absorbance (600nm) continuous","Rhizobium(2)","10% LB broth",3,"Smith_et_al",1.820554156673,0,8.01463941898388,0,2.30814404271143e-09,0,3.31764678843454e-09,0
640,"baranyi",25,"Hours","Absorbance (600nm) continuous","Rhizobium(2)","10% LB broth",4,"Smith_et_al",2.45720806477017,0,6.51003949129001,0,2.56979227326388e-09,0,1.49816785009882e-09,0
641,"baranyi",25,"Hours","Absorbance (600nm) continuous","Roseomonas","10% LB broth",1,"Smith_et_al",2.75297333588988,0,9.29673771498371,0,5.8598977573139e-10,0,4.15795994230202e-10,0
642,"baranyi",25,"Hours","Absorbance (600nm) continuous","Roseomonas","10% LB broth",2,"Smith_et_al",3.87482562858726,0,8.66690655945453,0,1.15438083210891e-09,0,6.29218173419528e-10,0
643,"baranyi",25,"Hours","Absorbance (600nm) continuous","Roseomonas","10% LB broth",3,"Smith_et_al",2.77141807806841,0,9.99853289902317,0,2.60343033170115e-09,0,1.14726254403973e-09,0
644,"baranyi",25,"Hours","Absorbance (600nm) continuous","Roseomonas","10% LB broth",4,"Smith_et_al",2.06039932718314,0,6.1407737167548,0,5.73099503096399e-10,0,4.06406435600483e-10,0
645,"baranyi",25,"Hours","Absorbance (600nm) continuous","Novosphingobium(1)","10% LB broth",1,"Smith_et_al",10.6029263619897,0,3.51352755910578,0,1.6636929528258e-09,0,1.11809815992945e-09,0
646,"baranyi",25,"Hours","Absorbance (600nm) continuous","Novosphingobium(1)","10% LB broth",2,"Smith_et_al",1.77417939612359,0,6.59199889862678,0,6.42836587880538e-10,0,4.55901438287296e-10,0
647,"baranyi",25,"Hours","Absorbance (600nm) continuous","Novosphingobium(1)","10% LB broth",3,"Smith_et_al",2.16157801074639,0,7.83663230626215,0,1.4642139826603e-09,0,3.31626825739659e-09,0
648,"baranyi",25,"Hours","Absorbance (600nm) continuous","Novosphingobium(1)","10% LB broth",4,"Smith_et_al",1.72301202975901,0,8.96039776946224,0,6.22210448007781e-10,0,4.41486870095294e-10,0
649,"baranyi",25,"Hours","Absorbance (600nm) continuous","Novosphingobium(2)","10% LB broth",1,"Smith_et_al",1.83803227644865,0,8.04365511113583,0,1.94427169851244e-09,0,1.23361954135772e-09,0
650,"baranyi",25,"Hours","Absorbance (600nm) continuous","Novosphingobium(2)","10% LB broth",2,"Smith_et_al",2.32296856587319,0,6.67478144656552,0,1.01135149582014e-09,0,7.9426227537597e-10,0
651,"gompertz",25,"Hours","Absorbance (600nm) continuous","Novosphingobium(2)","10% LB broth",3,"Smith_et_al",0.251919234920804,3.96954734256818,29.895738901823,0,0.000404510271087393,0.000323102041722512,0.00223355447655421,0
652,"baranyi",25,"Hours","Absorbance (600nm) continuous","Novosphingobium(2)","10% LB broth",4,"Smith_et_al",2.65756939297947,0,8.68850887957004,0,2.76669801641906e-09,0,1.25452801309546e-09,0
653,"baranyi",25,"Hours","Absorbance (600nm) continuous","Raoultella(2)","10% LB broth",1,"Smith_et_al",3.52695659053989,0,4.66631941800683,0,7.58460678011992e-10,0,5.37716074002631e-10,0
654,"baranyi",25,"Hours","Absorbance (600nm) continuous","Raoultella(2)","10% LB broth",2,"Smith_et_al",4.56041758079781,0,8.19639228214734,0,5.12919371278663e-09,0,3.81639402204998e-09,0
655,"baranyi",25,"Hours","Absorbance (600nm) continuous","Raoultella(2)","10% LB broth",3,"Smith_et_al",4.00577284757098,0,9.18784338064478,0,8.84454647775978e-09,0,3.31581196584889e-09,0
656,"gompertz",25,"Hours","Absorbance (600nm) continuous","Raoultella(2)","10% LB broth",4,"Smith_et_al",0.00199532459376788,2.03936311423948,4711.72676477392,0,0,0,0,0
657,"gompertz",25,"Hours","Absorbance (600nm) continuous","Serratia","10% LB broth",1,"Smith_et_al",0.00456984413416059,2.17244327659956,2037.88352392184,0,0,0,0,0
658,"baranyi",25,"Hours","Absorbance (600nm) continuous","Serratia","10% LB broth",2,"Smith_et_al",2.66079081698766,0,7.14551374956267,0,6.72349509459192e-10,0,4.76860653835465e-10,0
659,"baranyi",25,"Hours","Absorbance (600nm) continuous","Serratia","10% LB broth",3,"Smith_et_al",2.96499857723747,0,6.83209236496028,0,1.06284231016024e-09,0,1.52560365512408e-09,0
660,"baranyi",25,"Hours","Absorbance (600nm) continuous","Serratia","10% LB broth",4,"Smith_et_al",2.06002150436092,0,7.55571811225955,0,1.08168491859733e-09,0,1.55393708673209e-09,0
661,"gompertz",25,"Hours","Absorbance (600nm) continuous","Chryseobacterium(1)","10% LB broth",1,"Smith_et_al",0.284364426987552,7.11953516122676,43.9295914363207,0,2.28592492211072e-05,1.98921688159856e-05,0.000155244093031171,0
662,"baranyi",25,"Hours","Absorbance (600nm) continuous","Chryseobacterium(1)","10% LB broth",2,"Smith_et_al",2.45023706675592,0,7.71379185097507,0,3.15766117844887e-09,0,1.84223985300506e-09,0
663,"gompertz",25,"Hours","Absorbance (600nm) continuous","Chryseobacterium(1)","10% LB broth",3,"Smith_et_al",0.00262757727000801,1.52631168998581,2280.04947116999,0,5.13175003042984e-121,5.11322383014097e-121,1.16199442669847e-118,0
664,"baranyi",25,"Hours","Absorbance (600nm) continuous","Chryseobacterium(1)","10% LB broth",4,"Smith_et_al",2.10922945995424,0,6.39574279084914,0,1.45693565195517e-09,0,7.93935083291186e-10,0
665,"baranyi",25,"Hours","Absorbance (600nm) continuous","Chryseobacterium(2)","10% LB broth",1,"Smith_et_al",2.72744694295138,0,7.59549182833023,0,1.1297022568649e-09,0,6.15811413267534e-10,0
666,"baranyi",25,"Hours","Absorbance (600nm) continuous","Chryseobacterium(2)","10% LB broth",2,"Smith_et_al",2.24652731162758,0,8.03967198095812,0,2.03273121388817e-09,0,9.14896195871035e-10,0
667,"baranyi",25,"Hours","Absorbance (600nm) continuous","Chryseobacterium(2)","10% LB broth",3,"Smith_et_al",1.79677396514421,0,9.47567347539873,0,2.53626244697081e-09,0,1.88744268491973e-09,0
668,"baranyi",25,"Hours","Absorbance (600nm) continuous","Chryseobacterium(2)","10% LB broth",4,"Smith_et_al",5.97243844529895,0,6.15323946985041,0,7.45050586603175e-09,0,2.7584911812639e-09,0
669,"baranyi",25,"Hours","Absorbance (600nm) continuous","Paenibacillus(1)","10% LB broth",1,"Smith_et_al",2.01023387748493,0,8.04406907423083,0,1.33916033759684e-09,0,3.03365800713579e-09,0
670,"gompertz",25,"Hours","Absorbance (600nm) continuous","Paenibacillus(1)","10% LB broth",2,"Smith_et_al",0.00347018279047464,2.37633665387698,3120.60816438757,0,0,0,0,0
671,"baranyi",25,"Hours","Absorbance (600nm) continuous","Paenibacillus(1)","10% LB broth",3,"Smith_et_al",2.48191722261869,0,7.83998234790349,0,3.07266314523099e-09,0,1.35672645335618e-09,0
672,"baranyi",25,"Hours","Absorbance (600nm) continuous","Paenibacillus(1)","10% LB broth",4,"Smith_et_al",3.07637472973711,0,6.51529805252504,0,1.33612803447723e-09,0,3.0228375117307e-09,0
673,"gompertz",25,"Hours","Absorbance (600nm) continuous","Paenibacillus(2)","10% LB broth",1,"Smith_et_al",0.0827773394125276,1.03601415596516,18.7399542764821,0,0.0092558867185647,0.00529764855857161,0.0252346976496834,0
674,"baranyi",25,"Hours","Absorbance (600nm) continuous","Paenibacillus(2)","10% LB broth",2,"Smith_et_al",1.79517663814476,0,7.79709399905471,0,1.96272765781487e-09,0,1.2452713806194e-09,0
675,"baranyi",25,"Hours","Absorbance (600nm) continuous","Paenibacillus(2)","10% LB broth",3,"Smith_et_al",4.46714766684458,0,7.8184457034982,0,2.793855773638e-09,0,1.23583603661924e-09,0
676,"baranyi",25,"Hours","Absorbance (600nm) continuous","Paenibacillus(2)","10% LB broth",4,"Smith_et_al",2.12639903072782,0,6.84001797949321,0,2.29147664817106e-09,0,1.03089535354771e-09,0
677,"baranyi",25,"Hours","Absorbance (600nm) continuous","Bacillus","10% LB broth",1,"Smith_et_al",1.89371923606249,0,8.01042293451675,0,1.38573777360352e-09,0,3.13917530254345e-09,0
678,"baranyi",25,"Hours","Absorbance (600nm) continuous","Bacillus","10% LB broth",2,"Smith_et_al",3.88959132021155,0,9.45184801286357,0,7.44017451469634e-09,0,4.02137493560287e-09,0
679,"baranyi",25,"Hours","Absorbance (600nm) continuous","Bacillus","10% LB broth",3,"Smith_et_al",1.89152092519278,0,10.6810481615299,0,1.40781632197911e-09,0,3.19789081722994e-09,0
680,"baranyi",25,"Hours","Absorbance (600nm) continuous","Bacillus","10% LB broth",4,"Smith_et_al",1.99509408073524,0,9.45625187193563,0,3.22116059096439e-09,0,1.42006195980871e-09,0
681,"baranyi",25,"Hours","Absorbance (600nm) continuous","no inoculum","10% LB broth",1,"Smith_et_al",3.06350751580687,0,9.30717972638535,0,2.54437588538314e-09,0,1.76808395597177e-09,0
682,"baranyi",25,"Hours","Absorbance (600nm) continuous","no inoculum","10% LB broth",2,"Smith_et_al",8.2082205533883,0,4.66084612637934,0,3.7056539530784e-09,0,2.49143133012358e-09,0
683,"baranyi",25,"Hours","Absorbance (600nm) continuous","no inoculum","10% LB broth",3,"Smith_et_al",2.23081000187179,0,9.29657324772196,0,2.55938166045493e-09,0,1.16132117323243e-09,0
684,"baranyi",25,"Hours","Absorbance (600nm) continuous","no inoculum","10% LB broth",4,"Smith_et_al",2.7439109603101,0,8.50584415780441,0,2.57148430479508e-09,0,1.13483440695352e-09,0
685,"baranyi",30,"Hours","Absorbance (600nm) continuous","Flavobacterium","10% LB broth",1,"Smith_et_al",3.95666156526363,0,9.34356445097505,0,8.16647248090393e-09,0,3.46743505142913e-09,0
686,"gompertz",30,"Hours","Absorbance (600nm) continuous","Flavobacterium","10% LB broth",2,"Smith_et_al",1.84264349468128,186.674368356194,245.540321721947,0,1.23228883633893e-18,1.20000528200752e-18,3.5981710936071e-17,0
687,"baranyi",30,"Hours","Absorbance (600nm) continuous","Flavobacterium","10% LB broth",3,"Smith_et_al",2.22775788193016,0,8.01940938401593,0,1.50083694861965e-09,0,3.4125899436981e-09,0
688,"baranyi",30,"Hours","Absorbance (600nm) continuous","Flavobacterium","10% LB broth",4,"Smith_et_al",2.46857616600271,0,6.24418899320045,0,1.76346431909628e-09,0,4.00090491437917e-09,0
689,"baranyi",30,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",1,"Smith_et_al",2.74213429511897,0,6.37693000053266,0,1.85455256634531e-09,0,1.17713750099509e-09,0
690,"baranyi",30,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",2,"Smith_et_al",5.61829084173222,0,6.6075937605502,0,5.84796251311219e-09,0,3.1151220353497e-09,0
691,"baranyi",30,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",3,"Smith_et_al",2.39710277832502,0,9.56706216526789,0,9.45904246538929e-10,0,7.43359670599654e-10,0
692,"gompertz",30,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",4,"Smith_et_al",0.30607178645067,1.20750666918154,27.6529126002976,0,3.98227685376771e-16,3.82226798684414e-16,2.44669635239738e-14,0
693,"baranyi",30,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",1,"Smith_et_al",2.62711531355103,0,6.9094648959396,0,1.28494801326782e-09,0,2.91730666475611e-09,0
694,"baranyi",30,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",2,"Smith_et_al",2.24236424247495,0,7.50210604366658,0,1.30347279802192e-09,0,7.11545706066637e-10,0
695,"baranyi",30,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",3,"Smith_et_al",2.24509014552069,0,8.90283134405452,0,2.99776364869845e-09,0,2.17019697625756e-09,0
