published_data.originalid,published_data.originaltraitname,published_data.originaltraitdef,published_data.standardisedtraitname,published_data.standardisedtraitdef,published_data.originaltraitvalue,published_data.originaltraitunit,published_data.originalerrorpos,published_data.originalerrorneg,published_data.originalerrorunit,published_data.standardisedtraitvalue,published_data.standardisedtraitunit,published_data.standardisederrorpos,published_data.standardisederrorneg,published_data.standardisederrorunit,published_data.replicates,published_data.habitat,published_data.labfield,published_data.arenavalue,published_data.arenaunit,published_data.arenavaluesi,published_data.arenaunitsi,published_data.ambienttemp,published_data.ambienttempmethod,published_data.ambienttempunit,published_data.ambientlight,published_data.ambientlightunit,published_data.secondstressor,published_data.secondstressordef,published_data.secondstressorvalue,published_data.secondstressorunit,published_data.timestart,published_data.timeend,published_data.totalobstimevalue,published_data.totalobstimeunit,published_data.totalobstimevaluesi,published_data.totalobstimeunitsi,published_data.totalobstimenotes,published_data.resrepvalue,published_data.resrepunit,published_data.resrepvaluesi,published_data.resrepunitsi,published_data.locationtext,published_data.locationtype,published_data.originallocationdate,published_data.locationdate,published_data.locationdateprecision,published_data.coordinatetype,published_data.latitude,published_data.longitude,published_data.interactor1,published_data.interactor1common,published_data.interactor1wholepart,published_data.interactor1wholeparttype,published_data.interactor1number,published_data.interactor1kingdom,published_data.interactor1phylum,published_data.interactor1class,published_data.interactor1order,published_data.interactor1family,published_data.interactor1genus,published_data.interactor1species,published_data.interactor1stage,published_data.interactor1temp,published_data.interactor1tempunit,published_data.interactor1tempmethod,published_data.interactor1growthtemp,published_data.interactor1growthtempunit,published_data.interactor1growthdur,published_data.interactor1growthdurunit,published_data.interactor1growthtype,published_data.interactor1acc,published_data.interactor1acctemp,published_data.interactor1acctempnotes,published_data.interactor1acctime,published_data.interactor1acctimenotes,published_data.interactor1acctimeunit,published_data.interactor1origtemp,published_data.interactor1origtempnotes,published_data.interactor1origtime,published_data.interactor1origtimenotes,published_data.interactor1origtimeunit,published_data.interactor1equilibtimevalue,published_data.interactor1equilibtimeunit,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1denvalue,published_data.interactor1denunit,published_data.interactor1dentypesi,published_data.interactor1denvaluesi,published_data.interactor1denunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2common,published_data.interactor2kingdom,published_data.interactor2phylum,published_data.interactor2class,published_data.interactor2order,published_data.interactor2family,published_data.interactor2genus,published_data.interactor2species,published_data.interactor2stage,published_data.interactor2temp,published_data.interactor2tempunit,published_data.interactor2tempmethod,published_data.interactor2growthtemp,published_data.interactor2growthtempunit,published_data.interactor2growthdur,published_data.interactor2growthdurunit,published_data.interactor2growthtype,published_data.interactor2acc,published_data.interactor2acctemp,published_data.interactor2acctempnotes,published_data.interactor2acctime,published_data.interactor2acctimenotes,published_data.interactor2acctimeunit,published_data.interactor2origtemp,published_data.interactor2origtempnotes,published_data.interactor2origtime,published_data.interactor2origtimenotes,published_data.interactor2origtimeunit,published_data.interactor2equilibtimevalue,published_data.interactor2equilibtimeunit,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2denvalue,published_data.interactor2denunit,published_data.interactor2dentypesi,published_data.interactor2denvaluesi,published_data.interactor2denunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,published_data.physicalprocess,published_data.physicalprocess_1,published_data.physicalprocess_2,published_data.figuretable,published_data.citation,published_data.doi,published_data.submittedby,published_data.contributoremail,published_data.notes
MTD3150,"net photosynthesis, co2 exchange",missing,net photosynthesis,,1.166955,micromol m^-2 s^-1,,,,0.000001728758,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Collema tenax,,,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema,tenax,,2.220967,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3150,"net photosynthesis, co2 exchange",missing,net photosynthesis,,2.472932,micromol m^-2 s^-1,,,,0.000002472932,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Collema tenax,,,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema,tenax,,10.279559,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3150,"net photosynthesis, co2 exchange",missing,net photosynthesis,,3.565845,micromol m^-2 s^-1,,,,0.000003565845,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Collema tenax,,,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema,tenax,,17.256104,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3150,"net photosynthesis, co2 exchange",missing,net photosynthesis,,5.084941,micromol m^-2 s^-1,,,,0.000005084941,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Collema tenax,,,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema,tenax,,26.298899,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3150,"net photosynthesis, co2 exchange",missing,net photosynthesis,,5.207906,micromol m^-2 s^-1,,,,0.000005207906,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Collema tenax,,,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema,tenax,,35.499855,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3150,"net photosynthesis, co2 exchange",missing,net photosynthesis,,4.451243,micromol m^-2 s^-1,,,,0.000004451243,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Collema tenax,,,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema,tenax,,38.414936,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3150,"net photosynthesis, co2 exchange",missing,net photosynthesis,,1.728758,micromol m^-2 s^-1,,,,0.000001728758,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Collema tenax,,,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema,tenax,,41.277164,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3152,"net photosynthesis, co2 exchange",missing,net photosynthesis,,1.818235,micromol m^-2 s^-1,,,,0.000001851595,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Psora cerebriformis,,,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Psora,cerebriformis,,2.1465063,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3152,"net photosynthesis, co2 exchange",missing,net photosynthesis,,1.831663,micromol m^-2 s^-1,,,,0.000001831663,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Psora cerebriformis,,,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Psora,cerebriformis,,5.082107,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3152,"net photosynthesis, co2 exchange",missing,net photosynthesis,,3.399403,micromol m^-2 s^-1,,,,0.000003399403,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Psora cerebriformis,,,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Psora,cerebriformis,,10.191214,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3152,"net photosynthesis, co2 exchange",missing,net photosynthesis,,3.754027,micromol m^-2 s^-1,,,,0.000003754,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Psora cerebriformis,,,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Psora,cerebriformis,,17.240984,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3152,"net photosynthesis, co2 exchange",missing,net photosynthesis,,3.82393,micromol m^-2 s^-1,,,,0.00000382393,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Psora cerebriformis,,,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Psora,cerebriformis,,22.232136,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3152,"net photosynthesis, co2 exchange",missing,net photosynthesis,,3.793696,micromol m^-2 s^-1,,,,0.000003793696,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Psora cerebriformis,,,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Psora,cerebriformis,,28.20042,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3152,"net photosynthesis, co2 exchange",missing,net photosynthesis,,1.851595,micromol m^-2 s^-1,,,,0.000001851595,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Psora cerebriformis,,,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Psora,cerebriformis,,35.21936,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3154,"net photosynthesis, co2 exchange",missing,net photosynthesis,,1.318947,micromol m^-2 s^-1,,,,-9.158594E-7,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Diploschistes diacapsis,,,,,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Diploschistes,diacapsis,,2.1398044,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD2169,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,0.3995,event / (1 individual * 24 hour),,,,0.000004623843,event / (individual * second),,,,,terrestrial,lab,,,,,10,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Dry lake, Randolph County, Illinois, USA",,,,0,,40.376,-88.981,Salmonella enterica,proteobacteria,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,10,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,tetrathionate broth,tetrathionate broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 2a,"Bronikowski, A. M., Bennett, A. F. & Lenski, R. E. 2001. Evolutionary adaptation to temperature. VII. Effects of temperature on growth rate in natural isolates of Escherichia coli and Salmonella enterica from different thermal environments. Evolution 55(1):33-40",http://dx.doi.org/10.1554/0014-3820(2001)055[0033:eattve]2.0.co;2,Biotraits,null@null.invalid,
MTD2169,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,0.7974,event / (1 individual * 24 hour),,,,0.000009229167,event / (individual * second),,,,,terrestrial,lab,,,,,20,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Dry lake, Randolph County, Illinois, USA",,,,0,,40.376,-88.981,Salmonella enterica,proteobacteria,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,20,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,tetrathionate broth,tetrathionate broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 2a,"Bronikowski, A. M., Bennett, A. F. & Lenski, R. E. 2001. Evolutionary adaptation to temperature. VII. Effects of temperature on growth rate in natural isolates of Escherichia coli and Salmonella enterica from different thermal environments. Evolution 55(1):33-40",http://dx.doi.org/10.1554/0014-3820(2001)055[0033:eattve]2.0.co;2,Biotraits,null@null.invalid,
MTD2169,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,2.1283,event / (1 individual * 24 hour),,,,0.0000246331,event / (individual * second),,,,,terrestrial,lab,,,,,30,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Dry lake, Randolph County, Illinois, USA",,,,0,,40.376,-88.981,Salmonella enterica,proteobacteria,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,30,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,tetrathionate broth,tetrathionate broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 2a,"Bronikowski, A. M., Bennett, A. F. & Lenski, R. E. 2001. Evolutionary adaptation to temperature. VII. Effects of temperature on growth rate in natural isolates of Escherichia coli and Salmonella enterica from different thermal environments. Evolution 55(1):33-40",http://dx.doi.org/10.1554/0014-3820(2001)055[0033:eattve]2.0.co;2,Biotraits,null@null.invalid,
MTD2169,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,2.4104,event / (1 individual * 24 hour),,,,0.00002789815,event / (individual * second),,,,,terrestrial,lab,,,,,34,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Dry lake, Randolph County, Illinois, USA",,,,0,,40.376,-88.981,Salmonella enterica,proteobacteria,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,34,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,tetrathionate broth,tetrathionate broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 2a,"Bronikowski, A. M., Bennett, A. F. & Lenski, R. E. 2001. Evolutionary adaptation to temperature. VII. Effects of temperature on growth rate in natural isolates of Escherichia coli and Salmonella enterica from different thermal environments. Evolution 55(1):33-40",http://dx.doi.org/10.1554/0014-3820(2001)055[0033:eattve]2.0.co;2,Biotraits,null@null.invalid,
MTD2169,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,2.45,event / (1 individual * 24 hour),,,,0.00002835648,event / (individual * second),,,,,terrestrial,lab,,,,,35,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Dry lake, Randolph County, Illinois, USA",,,,0,,40.376,-88.981,Salmonella enterica,proteobacteria,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,35,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,tetrathionate broth,tetrathionate broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 2a,"Bronikowski, A. M., Bennett, A. F. & Lenski, R. E. 2001. Evolutionary adaptation to temperature. VII. Effects of temperature on growth rate in natural isolates of Escherichia coli and Salmonella enterica from different thermal environments. Evolution 55(1):33-40",http://dx.doi.org/10.1554/0014-3820(2001)055[0033:eattve]2.0.co;2,Biotraits,null@null.invalid,
MTD2169,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,2.4834,event / (1 individual * 24 hour),,,,0.00002874306,event / (individual * second),,,,,terrestrial,lab,,,,,36,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Dry lake, Randolph County, Illinois, USA",,,,0,,40.376,-88.981,Salmonella enterica,proteobacteria,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,36,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,tetrathionate broth,tetrathionate broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 2a,"Bronikowski, A. M., Bennett, A. F. & Lenski, R. E. 2001. Evolutionary adaptation to temperature. VII. Effects of temperature on growth rate in natural isolates of Escherichia coli and Salmonella enterica from different thermal environments. Evolution 55(1):33-40",http://dx.doi.org/10.1554/0014-3820(2001)055[0033:eattve]2.0.co;2,Biotraits,null@null.invalid,
MTD2169,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,2.4714,event / (1 individual * 24 hour),,,,0.00002860417,event / (individual * second),,,,,terrestrial,lab,,,,,37,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Dry lake, Randolph County, Illinois, USA",,,,0,,40.376,-88.981,Salmonella enterica,proteobacteria,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,37,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,tetrathionate broth,tetrathionate broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 2a,"Bronikowski, A. M., Bennett, A. F. & Lenski, R. E. 2001. Evolutionary adaptation to temperature. VII. Effects of temperature on growth rate in natural isolates of Escherichia coli and Salmonella enterica from different thermal environments. Evolution 55(1):33-40",http://dx.doi.org/10.1554/0014-3820(2001)055[0033:eattve]2.0.co;2,Biotraits,null@null.invalid,
MTD2169,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,2.3414,event / (1 individual * 24 hour),,,,0.00002709954,event / (individual * second),,,,,terrestrial,lab,,,,,39,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Dry lake, Randolph County, Illinois, USA",,,,0,,40.376,-88.981,Salmonella enterica,proteobacteria,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,39,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,tetrathionate broth,tetrathionate broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 2a,"Bronikowski, A. M., Bennett, A. F. & Lenski, R. E. 2001. Evolutionary adaptation to temperature. VII. Effects of temperature on growth rate in natural isolates of Escherichia coli and Salmonella enterica from different thermal environments. Evolution 55(1):33-40",http://dx.doi.org/10.1554/0014-3820(2001)055[0033:eattve]2.0.co;2,Biotraits,null@null.invalid,
